[2025-03-06 08:51:42.513] [info]  DiscordSplash.signalReady
[2025-03-07 20:49:14.597] [info]  [MessageQueue] Draining message from queue LogId:6440 QueueLength: 0
[2025-03-07 20:49:14.597] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-03-07 20:49:14.953] [info]  [MessageQueue] Finished draining message from queue LogId:6440 QueueLength: 0
[2025-03-07 20:49:17.682] [info]  [MessageQueue] Queueing message to be sent LogId:3046
[2025-03-07 20:49:17.683] [info]  [MessageQueue] Draining message from queue LogId:3046 QueueLength: 0
[2025-03-07 20:49:17.683] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-03-07 20:49:17.965] [info]  [MessageQueue] Finished draining message from queue LogId:3046 QueueLength: 0
[2025-03-07 20:49:31.172] [info]  [MessageQueue] Queueing message to be sent LogId:6031
[2025-03-07 20:49:31.173] [info]  [MessageQueue] Draining message from queue LogId:6031 QueueLength: 0
[2025-03-07 20:49:31.173] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-03-07 20:49:31.544] [info]  [MessageQueue] Finished draining message from queue LogId:6031 QueueLength: 0
[2025-03-07 20:49:48.114] [info]  [MessageQueue] Queueing message to be sent LogId:9265
[2025-03-07 20:49:48.114] [info]  [MessageQueue] Draining message from queue LogId:9265 QueueLength: 0
[2025-03-07 20:49:48.114] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-03-07 20:49:48.665] [info]  [MessageQueue] Finished draining message from queue LogId:9265 QueueLength: 0
[2025-03-07 20:50:03.518] [info]  [MessageQueue] Queueing message to be sent LogId:2298
[2025-03-07 20:50:03.519] [info]  [MessageQueue] Draining message from queue LogId:2298 QueueLength: 0
[2025-03-07 20:50:03.519] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-03-07 20:50:04.148] [info]  [MessageQueue] Finished draining message from queue LogId:2298 QueueLength: 0
[2025-03-07 20:50:21.157] [info]  [MessageQueue] Queueing message to be sent LogId:7494
[2025-03-07 20:50:21.158] [info]  [MessageQueue] Draining message from queue LogId:7494 QueueLength: 0
[2025-03-07 20:50:21.158] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-03-07 20:50:21.844] [info]  [MessageQueue] Finished draining message from queue LogId:7494 QueueLength: 0
[2025-03-07 20:51:59.480] [warn]  Unable to determine render window for element [object HTMLDocument]
[2025-03-07 20:52:36.841] [info]  [MessageQueue] Queueing message to be sent LogId:8757
[2025-03-07 20:52:36.842] [info]  [MessageQueue] Draining message from queue LogId:8757 QueueLength: 0
[2025-03-07 20:52:36.842] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-03-07 20:52:37.540] [info]  [MessageQueue] Finished draining message from queue LogId:8757 QueueLength: 0
[2025-03-07 20:53:54.713] [info]  [MessageQueue] Queueing message to be sent LogId:2806
[2025-03-07 20:53:54.713] [info]  [MessageQueue] Draining message from queue LogId:2806 QueueLength: 0
[2025-03-07 20:53:54.714] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-03-07 20:53:55.513] [info]  [MessageQueue] Finished draining message from queue LogId:2806 QueueLength: 0
[2025-03-07 20:54:10.952] [info]  [MessageQueue] Queueing message to be sent LogId:5350
[2025-03-07 20:54:10.953] [info]  [MessageQueue] Draining message from queue LogId:5350 QueueLength: 0
[2025-03-07 20:54:10.953] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-03-07 20:54:11.649] [info]  [MessageQueue] Finished draining message from queue LogId:5350 QueueLength: 0
[2025-03-07 20:54:22.598] [info]  [MessageQueue] Queueing message to be sent LogId:7748
[2025-03-07 20:54:22.599] [info]  [MessageQueue] Draining message from queue LogId:7748 QueueLength: 0
[2025-03-07 20:54:22.599] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-03-07 20:54:23.044] [info]  [MessageQueue] Finished draining message from queue LogId:7748 QueueLength: 0
[2025-03-07 20:54:32.622] [info]  [MessageQueue] Queueing message to be sent LogId:3246
[2025-03-07 20:54:32.623] [info]  [MessageQueue] Draining message from queue LogId:3246 QueueLength: 0
[2025-03-07 20:54:32.623] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-03-07 20:54:32.879] [info]  [MessageQueue] Finished draining message from queue LogId:3246 QueueLength: 0
[2025-03-07 20:55:18.275] [info]  [MessageQueue] Queueing message to be sent LogId:3398
[2025-03-07 20:55:18.276] [info]  [MessageQueue] Draining message from queue LogId:3398 QueueLength: 0
[2025-03-07 20:55:18.276] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-03-07 20:55:18.828] [info]  [MessageQueue] Finished draining message from queue LogId:3398 QueueLength: 0
[2025-03-07 20:55:26.396] [info]  [MessageQueue] Queueing message to be sent LogId:5349
[2025-03-07 20:55:26.397] [info]  [MessageQueue] Draining message from queue LogId:5349 QueueLength: 0
[2025-03-07 20:55:26.397] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-03-07 20:55:26.714] [info]  [MessageQueue] Finished draining message from queue LogId:5349 QueueLength: 0
[2025-03-07 20:55:36.536] [info]  [MessageQueue] Queueing message to be sent LogId:5630
[2025-03-07 20:55:36.536] [info]  [MessageQueue] Draining message from queue LogId:5630 QueueLength: 0
[2025-03-07 20:55:36.537] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-03-07 20:55:36.890] [info]  [MessageQueue] Finished draining message from queue LogId:5630 QueueLength: 0
[2025-03-07 20:57:51.932] [info]  [MessageQueue] Queueing message to be sent LogId:6749
[2025-03-07 20:57:51.933] [info]  [MessageQueue] Draining message from queue LogId:6749 QueueLength: 0
[2025-03-07 20:57:51.933] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-03-07 20:57:52.230] [info]  [MessageQueue] Finished draining message from queue LogId:6749 QueueLength: 0
[2025-03-07 20:57:57.571] [info]  [MessageQueue] Queueing message to be sent LogId:1150
[2025-03-07 20:57:57.572] [info]  [MessageQueue] Draining message from queue LogId:1150 QueueLength: 0
[2025-03-07 20:57:57.572] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-03-07 20:57:58.303] [info]  [MessageQueue] Finished draining message from queue LogId:1150 QueueLength: 0
[2025-03-07 20:58:05.684] [info]  [MessageQueue] Queueing message to be sent LogId:4009
[2025-03-07 20:58:05.684] [info]  [MessageQueue] Draining message from queue LogId:4009 QueueLength: 0
[2025-03-07 20:58:05.685] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-03-07 20:58:05.965] [info]  [MessageQueue] Finished draining message from queue LogId:4009 QueueLength: 0
[2025-03-07 20:58:21.789] [info]  [MessageQueue] Queueing message to be sent LogId:6514
[2025-03-07 20:58:21.789] [info]  [MessageQueue] Draining message from queue LogId:6514 QueueLength: 0
[2025-03-07 20:58:21.790] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-03-07 20:58:22.130] [info]  [MessageQueue] Finished draining message from queue LogId:6514 QueueLength: 0
[2025-03-07 20:58:29.808] [info]  [MessageQueue] Queueing message to be sent LogId:5845
[2025-03-07 20:58:29.820] [info]  [MessageQueue] Draining message from queue LogId:5845 QueueLength: 0
[2025-03-07 20:58:29.821] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-03-07 20:58:30.254] [info]  [MessageQueue] Finished draining message from queue LogId:5845 QueueLength: 0
[2025-03-07 20:58:39.909] [info]  [MessageQueue] Queueing message to be sent LogId:4111
[2025-03-07 20:58:39.910] [info]  [MessageQueue] Draining message from queue LogId:4111 QueueLength: 0
[2025-03-07 20:58:39.910] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-03-07 20:58:40.646] [info]  [MessageQueue] Finished draining message from queue LogId:4111 QueueLength: 0
[2025-03-07 20:59:17.270] [info]  [MessageQueue] Queueing message to be sent LogId:7867
[2025-03-07 20:59:17.270] [info]  [MessageQueue] Draining message from queue LogId:7867 QueueLength: 0
[2025-03-07 20:59:17.271] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-03-07 20:59:17.892] [info]  [MessageQueue] Finished draining message from queue LogId:7867 QueueLength: 0
[2025-03-07 21:00:06.232] [info]  [MessageQueue] Queueing message to be sent LogId:5926
[2025-03-07 21:00:06.233] [info]  [MessageQueue] Draining message from queue LogId:5926 QueueLength: 0
[2025-03-07 21:00:06.233] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-03-07 21:00:06.833] [info]  [MessageQueue] Finished draining message from queue LogId:5926 QueueLength: 0
[2025-03-07 21:00:11.151] [info]  [MessageQueue] Queueing message to be sent LogId:6138
[2025-03-07 21:00:11.151] [info]  [MessageQueue] Draining message from queue LogId:6138 QueueLength: 0
[2025-03-07 21:00:11.152] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-03-07 21:00:11.405] [info]  [MessageQueue] Finished draining message from queue LogId:6138 QueueLength: 0
[2025-03-07 21:00:16.190] [info]  [MessageQueue] Queueing message to be sent LogId:3184
[2025-03-07 21:00:16.191] [info]  [MessageQueue] Draining message from queue LogId:3184 QueueLength: 0
[2025-03-07 21:00:16.193] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-03-07 21:00:16.627] [info]  [MessageQueue] Finished draining message from queue LogId:3184 QueueLength: 0
[2025-03-07 21:00:31.787] [info]  [MessageQueue] Queueing message to be sent LogId:7971
[2025-03-07 21:00:31.788] [info]  [MessageQueue] Draining message from queue LogId:7971 QueueLength: 0
[2025-03-07 21:00:31.788] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-03-07 21:00:32.405] [info]  [MessageQueue] Finished draining message from queue LogId:7971 QueueLength: 0
[2025-03-07 21:00:55.035] [info]  [MessageQueue] Queueing message to be sent LogId:207
[2025-03-07 21:00:55.036] [info]  [MessageQueue] Draining message from queue LogId:207 QueueLength: 0
[2025-03-07 21:00:55.036] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-03-07 21:00:55.706] [info]  [MessageQueue] Finished draining message from queue LogId:207 QueueLength: 0
[2025-03-07 21:01:12.066] [info]  [MessageQueue] Queueing message to be sent LogId:6552
[2025-03-07 21:01:12.067] [info]  [MessageQueue] Draining message from queue LogId:6552 QueueLength: 0
[2025-03-07 21:01:12.067] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-03-07 21:01:12.340] [info]  [MessageQueue] Finished draining message from queue LogId:6552 QueueLength: 0
[2025-03-07 21:01:26.540] [info]  [DispatcherWorkScheduler] Unable to fully flush work queue after max retries, skipping future deadline.
[2025-03-07 21:01:31.617] [info]  [MessageQueue] Queueing message to be sent LogId:5172
[2025-03-07 21:01:31.618] [info]  [MessageQueue] Draining message from queue LogId:5172 QueueLength: 0
[2025-03-07 21:01:31.619] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-03-07 21:01:32.332] [info]  [MessageQueue] Finished draining message from queue LogId:5172 QueueLength: 0
[2025-03-07 21:01:57.695] [warn]  [ComponentDispatchUtils] ComponentDispatch.subscribe: Attempting to add a duplicate listener POPOUT_CLOSE
[2025-03-07 21:01:58.876] [warn]  [ComponentDispatchUtils] ComponentDispatch.subscribe: Attempting to add a duplicate listener POPOUT_CLOSE
[2025-03-07 21:01:58.933] [warn]  [ComponentDispatchUtils] ComponentDispatch.subscribe: Attempting to add a duplicate listener POPOUT_CLOSE
[2025-03-07 21:02:09.350] [info]  [Spellchecker] Switching to de-DE (available)
[2025-03-07 21:02:18.670] [info]  [MessageQueue] Queueing message to be sent LogId:3556
[2025-03-07 21:02:18.671] [info]  [MessageQueue] Draining message from queue LogId:3556 QueueLength: 0
[2025-03-07 21:02:18.671] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-03-07 21:02:19.899] [info]  [MessageQueue] Finished draining message from queue LogId:3556 QueueLength: 0
[2025-03-07 21:02:29.469] [warn]  [ComponentDispatchUtils] ComponentDispatch.subscribe: Attempting to add a duplicate listener POPOUT_CLOSE
[2025-03-07 21:02:31.991] [warn]  [ComponentDispatchUtils] ComponentDispatch.subscribe: Attempting to add a duplicate listener POPOUT_CLOSE
[2025-03-07 21:02:32.038] [warn]  [ComponentDispatchUtils] ComponentDispatch.subscribe: Attempting to add a duplicate listener POPOUT_CLOSE
[2025-03-07 21:02:41.564] [warn]  [ComponentDispatchUtils] ComponentDispatch.subscribe: Attempting to add a duplicate listener POPOUT_CLOSE
[2025-03-07 21:02:50.062] [warn]  [ComponentDispatchUtils] ComponentDispatch.subscribe: Attempting to add a duplicate listener POPOUT_CLOSE
[2025-03-07 21:03:12.160] [info]  [Spellchecker] Switching to en-US (available)
[2025-03-07 21:03:16.712] [info]  [MessageQueue] Queueing message to be sent LogId:2260
[2025-03-07 21:03:16.713] [info]  [MessageQueue] Draining message from queue LogId:2260 QueueLength: 0
[2025-03-07 21:03:16.713] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-03-07 21:03:17.533] [info]  [MessageQueue] Finished draining message from queue LogId:2260 QueueLength: 0
[2025-03-07 21:03:41.522] [info]  [MessageQueue] Queueing message to be sent LogId:4448
[2025-03-07 21:03:41.522] [info]  [MessageQueue] Draining message from queue LogId:4448 QueueLength: 0
[2025-03-07 21:03:41.525] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-03-07 21:03:41.878] [info]  [MessageQueue] Finished draining message from queue LogId:4448 QueueLength: 0
[2025-03-07 21:03:53.602] [info]  [MessageQueue] Queueing message to be sent LogId:3888
[2025-03-07 21:03:53.602] [info]  [MessageQueue] Draining message from queue LogId:3888 QueueLength: 0
[2025-03-07 21:03:53.603] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-03-07 21:03:54.588] [info]  [MessageQueue] Finished draining message from queue LogId:3888 QueueLength: 0
[2025-03-07 21:04:11.837] [info]  [MessageQueue] Queueing message to be sent LogId:5743
[2025-03-07 21:04:11.837] [info]  [MessageQueue] Draining message from queue LogId:5743 QueueLength: 0
[2025-03-07 21:04:11.838] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-03-07 21:04:12.150] [info]  [MessageQueue] Finished draining message from queue LogId:5743 QueueLength: 0
[2025-03-07 21:04:53.817] [info]  [MessageQueue] Queueing message to be sent LogId:4387
[2025-03-07 21:04:53.818] [info]  [MessageQueue] Draining message from queue LogId:4387 QueueLength: 0
[2025-03-07 21:04:53.818] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-03-07 21:04:54.563] [info]  [MessageQueue] Finished draining message from queue LogId:4387 QueueLength: 0
[2025-03-07 21:05:29.989] [info]  [MessageQueue] Queueing message to be sent LogId:569
[2025-03-07 21:05:29.990] [info]  [MessageQueue] Draining message from queue LogId:569 QueueLength: 0
[2025-03-07 21:05:29.991] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-03-07 21:05:30.601] [info]  [MessageQueue] Finished draining message from queue LogId:569 QueueLength: 0
[2025-03-07 21:05:38.029] [info]  [MessageQueue] Draining message from queue LogId:undefined QueueLength: 0
[2025-03-07 21:05:38.029] [info]  [MessageQueue] Draining Message Queue with:  1
[2025-03-07 21:05:38.243] [info]  [MessageQueue] Finished draining message from queue LogId:undefined QueueLength: 0
[2025-03-07 21:05:38.245] [info]  [MessageActionCreators] Fetching messages for 1232449669817172078 between undefined and undefined. jump=undefined
[2025-03-07 21:05:58.249] [info]  [MessageQueue] Draining message from queue LogId:undefined QueueLength: 0
[2025-03-07 21:05:58.250] [info]  [MessageQueue] Draining Message Queue with:  1
[2025-03-07 21:05:58.526] [info]  [MessageQueue] Finished draining message from queue LogId:undefined QueueLength: 0
[2025-03-07 21:05:58.527] [info]  [MessageActionCreators] Fetching messages for 1232449669817172078 between undefined and undefined. jump=undefined
[2025-03-07 21:06:02.539] [info]  [MessageQueue] Queueing message to be sent LogId:3874
[2025-03-07 21:06:02.540] [info]  [MessageQueue] Draining message from queue LogId:3874 QueueLength: 0
[2025-03-07 21:06:02.540] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-03-07 21:06:03.226] [info]  [MessageQueue] Finished draining message from queue LogId:3874 QueueLength: 0
[2025-03-07 21:08:25.242] [error] ResizeObserver loop completed with undelivered notifications.
[2025-03-07 21:08:48.428] [info]  [MessageQueue] Queueing message to be sent LogId:2439
[2025-03-07 21:08:48.429] [info]  [MessageQueue] Draining message from queue LogId:2439 QueueLength: 0
[2025-03-07 21:08:48.429] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-03-07 21:08:48.500] [error] ResizeObserver loop completed with undelivered notifications.
[2025-03-07 21:08:48.865] [info]  [MessageQueue] Finished draining message from queue LogId:2439 QueueLength: 0
[2025-03-07 21:10:35.125] [info]  [MessageQueue] Queueing message to be sent LogId:4076
[2025-03-07 21:10:35.126] [info]  [MessageQueue] Draining message from queue LogId:4076 QueueLength: 0
[2025-03-07 21:10:35.126] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-03-07 21:10:35.786] [info]  [MessageQueue] Finished draining message from queue LogId:4076 QueueLength: 0
[2025-03-07 21:13:30.920] [info]  [Spellchecker] Switching to en-US (available)
[2025-03-07 21:13:35.473] [info]  [Spellchecker] Switching to en-US (available)
[2025-03-07 21:13:53.724] [info]  [MessageQueue] Queueing message to be sent LogId:1928
[2025-03-07 21:13:53.725] [info]  [MessageQueue] Draining message from queue LogId:1928 QueueLength: 0
[2025-03-07 21:13:53.725] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-03-07 21:13:54.026] [info]  [MessageQueue] Finished draining message from queue LogId:1928 QueueLength: 0
[2025-03-07 21:14:50.218] [info]  [MessageQueue] Queueing message to be sent LogId:3619
[2025-03-07 21:14:50.218] [info]  [MessageQueue] Draining message from queue LogId:3619 QueueLength: 0
[2025-03-07 21:14:50.239] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-03-07 21:14:50.519] [info]  [MessageQueue] Finished draining message from queue LogId:3619 QueueLength: 0
[2025-03-07 21:15:33.206] [info]  [MessageQueue] Queueing message to be sent LogId:5834
[2025-03-07 21:15:33.207] [info]  [MessageQueue] Draining message from queue LogId:5834 QueueLength: 0
[2025-03-07 21:15:33.207] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-03-07 21:15:33.758] [info]  [MessageQueue] Finished draining message from queue LogId:5834 QueueLength: 0
[2025-03-07 21:18:14.636] [info]  [MessageQueue] Queueing message to be sent LogId:5633
[2025-03-07 21:18:14.636] [info]  [MessageQueue] Draining message from queue LogId:5633 QueueLength: 0
[2025-03-07 21:18:14.637] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-03-07 21:18:15.477] [info]  [MessageQueue] Finished draining message from queue LogId:5633 QueueLength: 0
[2025-03-07 21:18:19.182] [info]  [MessageQueue] Queueing message to be sent LogId:2656
[2025-03-07 21:18:19.183] [info]  [MessageQueue] Draining message from queue LogId:2656 QueueLength: 0
[2025-03-07 21:18:19.183] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-03-07 21:18:19.515] [info]  [MessageQueue] Finished draining message from queue LogId:2656 QueueLength: 0
[2025-03-07 21:19:00.522] [info]  [MessageQueue] Queueing message to be sent LogId:7552
[2025-03-07 21:19:00.522] [info]  [MessageQueue] Draining message from queue LogId:7552 QueueLength: 0
[2025-03-07 21:19:00.523] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-03-07 21:19:01.006] [info]  [MessageQueue] Finished draining message from queue LogId:7552 QueueLength: 0
[2025-03-07 21:22:05.461] [info]  [MessageQueue] Queueing message to be sent LogId:7222
[2025-03-07 21:22:05.461] [info]  [MessageQueue] Draining message from queue LogId:7222 QueueLength: 0
[2025-03-07 21:22:05.462] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-03-07 21:22:05.822] [info]  [MessageQueue] Finished draining message from queue LogId:7222 QueueLength: 0
[2025-03-07 21:23:33.251] [info]  [Spotify] Updated account access token: xhigoliluan022
[2025-03-07 21:23:33.301] [info]  [Spotify] Devices updated for xhigoliluan022: 
[2025-03-07 21:23:33.524] [info]  [Spotify] Updated account access token: xhigoliluan022
[2025-03-07 21:24:02.378] [info]  [MessageQueue] Queueing message to be sent LogId:2989
[2025-03-07 21:24:02.379] [info]  [MessageQueue] Draining message from queue LogId:2989 QueueLength: 0
[2025-03-07 21:24:02.380] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-03-07 21:24:02.692] [info]  [MessageQueue] Finished draining message from queue LogId:2989 QueueLength: 0
[2025-03-07 21:24:21.069] [info]  [Spotify] Devices updated for xhigoliluan022: [object Object]
[2025-03-07 21:24:46.704] [info]  [MessageQueue] Queueing message to be sent LogId:5607
[2025-03-07 21:24:46.704] [info]  [MessageQueue] Draining message from queue LogId:5607 QueueLength: 0
[2025-03-07 21:24:46.704] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-03-07 21:24:47.357] [info]  [MessageQueue] Finished draining message from queue LogId:5607 QueueLength: 0
[2025-03-07 21:34:02.927] [info]  [Spotify] Devices updated for xhigoliluan022: 
[2025-03-07 21:34:21.625] [info]  [Spotify] Devices updated for xhigoliluan022: 
[2025-03-07 21:34:24.623] [info]  [Spotify] Devices updated for xhigoliluan022: 
[2025-03-07 21:34:27.574] [info]  [Spotify] Devices updated for xhigoliluan022: [object Object]
[2025-03-07 21:34:41.490] [info]  [Spotify] Devices updated for xhigoliluan022: 
[2025-03-07 21:36:58.474] [info]  [Spotify] Devices updated for xhigoliluan022: [object Object]
[2025-03-07 21:43:29.218] [info]  [Spotify] Devices updated for xhigoliluan022: 
[2025-03-07 22:00:45.268] [info]  [MessageActionCreators] Fetching messages for 976783116851105812 between undefined and undefined. jump={"jumpType":"ANIMATED"}
[2025-03-07 22:00:45.676] [info]  [MessageActionCreators] Fetched 50 messages for 976783116851105812 isBefore:false isAfter:false
[2025-03-07 22:00:45.685] [info]  [ChannelMessages] loadComplete: resetting state for channelId=976783116851105812, sending.length=0
[2025-03-08 21:30:35.536] [info]  DiscordSplash.signalReady
[2025-03-08 21:30:35.597] [info]  DiscordSplash.onStateUpdate: {"status":"checking-for-updates"}
[2025-03-08 21:30:35.599] [info]  Splash.onStateUpdate: {"status":"checking-for-updates"}
[2025-03-08 21:30:36.149] [info]  DiscordSplash.onStateUpdate: {"status":"launching"}
[2025-03-08 21:30:36.150] [info]  Splash.onStateUpdate: {"status":"launching"}
[2025-03-08 21:30:36.536] [info]  Splash.updateCountdownSeconds: undefined
[2025-03-08 21:30:37.189] [info]  [FAST CONNECT] wss://gateway.discord.gg/?encoding=etf&v=9&compress=zstd-stream, encoding: etf, version: 9
[2025-03-08 21:30:37.536] [info]  Splash.updateCountdownSeconds: undefined
[2025-03-08 21:30:37.742] [info]  Initializing voice engine with audio subsystem: standard
[2025-03-08 21:30:38.233] [info]  [default] [BUILD INFO] Release Channel: stable, Build Number: 375609, Version Hash: 871f03eb6bdb2262d28cc3b496100805906e29df
[2025-03-08 21:30:38.536] [info]  Splash.updateCountdownSeconds: undefined
[2025-03-08 21:30:38.563] [info]  [default] [NATIVE INFO] host 0.0.87, modules: discord_desktop_core: 1, discord_erlpack: 1, discord_spellcheck: 1, discord_utils: 1, discord_voice: 2, discord_zstd: 1, discord_krisp: 1, discord_game_utils: 1, discord_rpc: 1, build: null
[2025-03-08 21:30:38.725] [error] [Spellchecker] sh is not a valid locale.
[2025-03-08 21:30:39.536] [info]  Splash.updateCountdownSeconds: undefined
[2025-03-08 21:30:40.150] [info]  [FAST CONNECT] connected in 2937ms
[2025-03-08 21:30:40.158] [info]  [Spellchecker] Switching to en-US (available)
[2025-03-08 21:30:40.539] [info]  Splash.updateCountdownSeconds: undefined
[2025-03-08 21:30:40.796] [info]  [libdiscore] The answer for life the universe and everything is: 42
[2025-03-08 21:30:40.889] [warn]  [CloudSyncUtils] CloudSync is not supported on this platform
[2025-03-08 21:30:41.161] [info]  [GatewaySocket] [CONNECT] wss://gateway.discord.gg, encoding: etf, version: 9, compression: zstd-stream
[2025-03-08 21:30:41.162] [info]  [GatewaySocket] [FAST CONNECT] successfully took over websocket, state: [object Object]
[2025-03-08 21:30:41.162] [info]  [GatewaySocket] [CONNECTED] wss://gateway.discord.gg/?encoding=etf&v=9&compress=zstd-stream in 1 ms
[2025-03-08 21:30:41.249] [info]  [RPCServer:WSS] Starting on 6463
[2025-03-08 21:30:41.270] [info]  [RPCServer:IPC] Starting on /run/user/1000/discord-ipc-0
[2025-03-08 21:30:43.375] [info]  [GatewaySocket] [READY] took 2213ms, as fbfe29aca325b2fcd0645ac84675664f
[2025-03-08 21:30:43.536] [info]  [Flux] Dispatching CONNECTION_OPEN
[2025-03-08 21:30:43.541] [info]  [DatabaseManager] removing database (user: 341913043724271616, database: undefined)
[2025-03-08 21:30:43.571] [warn]  [NativeDispatchUtils] Tried getting Dispatch instance before instantiated
[2025-03-08 21:30:43.609] [info]  [Spotify] WS Connecting
[2025-03-08 21:30:43.610] [info]  [Spotify] Added account: xhigoliluan022
[2025-03-08 21:30:43.737] [info]  [GatewaySocket] [READY_SUPPLEMENTAL] took 2576ms
[2025-03-08 21:30:44.347] [info]  [discord_protos.discord_users.v1.FrecencyUserSettings] Loading proto
[2025-03-08 21:30:45.272] [info]  [Spotify] Updated account access token: xhigoliluan022
[2025-03-08 21:30:45.481] [info]  [Spotify] WS Connected
[2025-03-08 21:30:45.579] [info]  [Spotify] Devices updated for xhigoliluan022: 
[2025-03-08 21:30:45.602] [info]  [Spotify] Profile updated for xhigoliluan022: isPremium = true
[2025-03-08 21:30:47.109] [error] Access to XMLHttpRequest at 'https://cdn.discordapp.com/changelogs/config_0.json?x=6' from origin 'https://discordapp.com' has been blocked by CORS policy: No 'Access-Control-Allow-Origin' header is present on the requested resource.
[2025-03-08 21:30:47.118] [error] Uncaught (in promise) Error: Request has been terminated
Possible causes: the network is offline, Origin is not allowed by Access-Control-Allow-Origin, the page is being unloaded, etc.
[2025-03-08 21:30:50.373] [info]  [discord_protos.discord_users.v1.FrecencyUserSettings] Scheduling save from markDirty
[2025-03-08 21:30:50.396] [info]  [discord_protos.discord_users.v1.FrecencyUserSettings] Persisting proto
[2025-03-08 21:30:51.998] [info]  [MessageActionCreators] Fetching messages for 928039445410766919 between undefined and undefined. jump={"jumpType":"ANIMATED"}
[2025-03-08 21:30:52.077] [info]  [Routing/Utils] transitionTo - Transitioning to /channels/881546189290500196/928039445410766919
[2025-03-08 21:30:52.503] [info]  [MessageActionCreators] Fetched 4 messages for 928039445410766919 isBefore:false isAfter:false
[2025-03-08 21:30:52.509] [info]  [ChannelMessages] loadComplete: resetting state for channelId=928039445410766919, sending.length=0
[2025-03-08 21:30:53.611] [info]  [ReadStateStore] Deleting ReadState 570416009396355072 0 [object Object]
[2025-03-08 21:30:53.711] [info]  [ReadStateStore] Deleting ReadState 1050400007976661072 0 [object Object]
[2025-03-08 21:30:54.032] [info]  [MessageActionCreators] Fetching messages for 1232449669817172078 between undefined and undefined. jump={"jumpType":"ANIMATED"}
[2025-03-08 21:30:54.129] [info]  [Routing/Utils] transitionTo - Transitioning to /channels/1232449669792010311/1232449669817172078
[2025-03-08 21:30:54.501] [info]  [MessageActionCreators] Fetched 50 messages for 1232449669817172078 isBefore:false isAfter:false
[2025-03-08 21:30:54.514] [info]  [ChannelMessages] loadComplete: resetting state for channelId=1232449669817172078, sending.length=0
[2025-03-08 21:30:55.884] [info]  [DispatcherWorkScheduler] Unable to fully flush work queue after max retries, skipping future deadline.
[2025-03-08 21:59:21.326] [info]  [GatewaySocket] [CONNECT] wss://gateway-us-east1-c.discord.gg, encoding: etf, version: 9, compression: zstd-stream
[2025-03-08 21:59:21.838] [info]  [GatewaySocket] [CONNECTED] wss://gateway-us-east1-c.discord.gg/?encoding=etf&v=9&compress=zstd-stream in 512 ms
[2025-03-08 21:59:21.839] [info]  [GatewaySocket] [RESUME] resuming session fbfe29aca325b2fcd0645ac84675664f, seq: 3423
[2025-03-08 21:59:22.195] [info]  [Flux] Dispatching CONNECTION_RESUMED
[2025-03-08 21:59:22.198] [info]  [GatewaySocket] [RESUMED] took 872ms, replayed 0 events, new seq: 3425
